57,10
64,24
63,26
54,6
62,11
59,5
60,8
61,6
65,5
56,5
51,9
33,1
55,7
46,3
50,4
47,5
34,3
39,2
42,6
44,2
58,1
45,2
37,3
52,3
27,5
48,2
53,3
49,4
41,2
24,2
36,1
26,1
43,1
22,1
35,2
38,1
40,1
28,1
31,1
9,1
0,1
