0,122
65,1
95,1
100,1
110,1
111,1
119,2
121,1
123,3
124,1
125,1
126,1
131,2
133,1
139,1
140,1
142,1
145,2
146,1
147,1
148,2
150,1
152,1
153,2
155,1
157,1
159,2
160,1
161,1
163,2
164,2
165,1
166,1
169,1
171,1
172,1
173,1
174,2
176,1
177,1
178,1
179,1
180,2
181,3
182,1
183,2
184,2
185,3
