,name,cluster_coe
0,Canada,0.0023732914644900957
1,United States of America,0.0023732914644900957
2,"Korea, Republic of",0.002282986535475489
3,Singapore,0.002282986535475489
4,New Zealand,0.0021916645264535048
5,Japan,0.00219003059721679
6,Australia,0.002164628045973977
7,Thailand,0.002146129442869645
8,South Africa,0.0021168357463561805
9,Ukraine,0.0019965440667493364
