,name,cluster_coe
0,"Hong Kong, China",0.002586942532594707
1,Chinese Taipei,0.0023918289407419842
2,Philippines,0.0015560475071344634
3,Colombia,0.0015430376028202114
4,"Saudi Arabia, Kingdom of",0.00095472413407196
5,Qatar,0.0007686685132337302
6,Myanmar,0.0004764352862178951
7,Botswana,0.00014307397459571372
8,Samoa,3.752587991718426e-05
9,Australia,0.0
