,name,cluster_coe
0,Thailand,0.0036120277006137817
1,Canada,0.0027353445658661315
2,China,0.002636132068223934
3,Singapore,0.0026327459507088443
4,New Zealand,0.00258359805915847
5,South Africa,0.002576056800304613
6,India,0.002496663126095462
7,Australia,0.0024723834932378333
8,Chinese Taipei,0.002417173699439174
9,Sri Lanka,0.002375997197404475
