,name,cluster_coe
0,United States of America,0.0025820367518859786
1,Australia,0.0024481930518491196
2,Chinese Taipei,0.002345042493742978
3,Canada,0.0021796152050044043
4,China,0.0021796152050044043
5,"Korea, Republic of",0.0021067216694384294
6,Mexico,0.002086824470516906
7,Singapore,0.002067041026073725
8,Thailand,0.002049407744857016
9,Norway,0.001947484845538761
