,name,density,clustering,avg_out_d,avg_in_d,avg_path_len,avg_totalTradeValue
0,"['01', '03']_2016.gexf",0.3614225748950607,0.7282588631351357,67.22459893048128,67.22459893048128,1.4265424644931286,36105287333.40642
1,"['01', '03']_2017.gexf",0.3194468403197056,0.7461135442506156,59.41711229946524,59.41711229946524,1.4789258812029211,44049457717.47059
2,"['01', '03']_2018.gexf",0.2857800011500201,0.7593742572785239,53.155080213903744,53.155080213903744,1.5232016560289805,61369627110.99465
3,"['01', '03']_2019.gexf",0.23911793456385486,0.7451218472638285,44.475935828877006,44.475935828877006,1.5882927951239147,30521745103.759357
4,"['01', '03']_2020.gexf",0.03804126707352514,0.8709336718959358,7.037634408602151,7.037634408602151,1.926184248764894,5141181659.118279
5,"['01', '03']_total.gexf",0.44295900178253117,0.7603487334394058,82.3903743315508,82.3903743315508,1.3254556954746708,40049389429.26203
